urn,normalizedlemma,shortdef
urn:cite:perseus:lexentity.lex467.1,Βακχιώτης,""
urn:cite:perseus:lexentity.lex468.1,Βακχυλίδης,""
urn:cite:perseus:lexentity.lex469.1,Βακχώδης,""
urn:cite:perseus:lexentity.lex470.1,Βαλίθων,""
urn:cite:perseus:lexentity.lex471.1,Βαλίος,""
urn:cite:perseus:lexentity.lex472.1,Βαλαναία,""
urn:cite:perseus:lexentity.lex473.1,Βαλανεώτης,""
urn:cite:perseus:lexentity.lex474.1,Βαλαροί,""
urn:cite:perseus:lexentity.lex475.1,Βαλβουρεύς,""
urn:cite:perseus:lexentity.lex476.1,Βαλεαρίδες,""
urn:cite:perseus:lexentity.lex477.1,Βαλεαρικός,""
urn:cite:perseus:lexentity.lex478.1,Βαλιαρίδες,""
urn:cite:perseus:lexentity.lex479.1,Βαλιαρικός,""
urn:cite:perseus:lexentity.lex480.1,Βαλλαχράδας,""
urn:cite:perseus:lexentity.lex481.1,Βαλτάσαρος,""
urn:cite:perseus:lexentity.lex482.1,Βαλύρη,""
urn:cite:perseus:lexentity.lex483.1,Βαναίας,""
urn:cite:perseus:lexentity.lex484.1,Βανδοβηνή,""
urn:cite:perseus:lexentity.lex485.1,Βαντία,""
urn:cite:perseus:lexentity.lex486.1,Βαραχίας,""
urn:cite:perseus:lexentity.lex487.1,Βαρβάτιος,""
urn:cite:perseus:lexentity.lex488.1,Βαρβᾶτος,""
urn:cite:perseus:lexentity.lex489.1,Βαργούσιοι,""
urn:cite:perseus:lexentity.lex490.1,Βαργυλία,""
urn:cite:perseus:lexentity.lex491.1,Βαρζάνης,""
urn:cite:perseus:lexentity.lex492.1,Βαρθολομαῖος,""
urn:cite:perseus:lexentity.lex493.1,Βαρκαῖος,""
urn:cite:perseus:lexentity.lex494.1,Βαρνάβας,""
urn:cite:perseus:lexentity.lex495.1,Βαρσίνη,""
urn:cite:perseus:lexentity.lex496.1,Βαρσαέντης,""
urn:cite:perseus:lexentity.lex497.1,Βαρυάξης,""
urn:cite:perseus:lexentity.lex498.1,Βαρῖνος,""
urn:cite:perseus:lexentity.lex499.1,Βασίλαι,""
urn:cite:perseus:lexentity.lex500.1,Βασίλειος,""
urn:cite:perseus:lexentity.lex501.1,Βασίλιος,""
urn:cite:perseus:lexentity.lex502.1,Βασιλίς,""
urn:cite:perseus:lexentity.lex503.1,Βασιλίσκος,""
urn:cite:perseus:lexentity.lex504.1,Βασιλείδης,""
urn:cite:perseus:lexentity.lex506.1,Βασιληίδης,""
urn:cite:perseus:lexentity.lex507.1,Βασιλικός,""
urn:cite:perseus:lexentity.lex508.1,Βασιλοκλῆς,""
urn:cite:perseus:lexentity.lex509.1,Βασσάκης,""
urn:cite:perseus:lexentity.lex510.1,Βασσαρίδης,""
urn:cite:perseus:lexentity.lex511.1,Βασσαρεύς,""
urn:cite:perseus:lexentity.lex513.1,Βαστέρνης,""
urn:cite:perseus:lexentity.lex514.1,Βατάνη,""
urn:cite:perseus:lexentity.lex515.1,Βατάνωχος,""
urn:cite:perseus:lexentity.lex516.1,Βατάουοι,""
urn:cite:perseus:lexentity.lex517.1,Βατίεια,""
urn:cite:perseus:lexentity.lex518.1,Βατίνιος,""
urn:cite:perseus:lexentity.lex519.1,Βαταναία,""
urn:cite:perseus:lexentity.lex520.1,Βατεία,""
urn:cite:perseus:lexentity.lex522.1,Βατῆθεν,""
urn:cite:perseus:lexentity.lex523.1,Βαυκίς,""
urn:cite:perseus:lexentity.lex524.1,Βαφύρας,""
urn:cite:perseus:lexentity.lex525.1,Βαῖτις,""
urn:cite:perseus:lexentity.lex526.1,Βαῦκις,""
urn:cite:perseus:lexentity.lex527.1,Βαῦλοι,""
urn:cite:perseus:lexentity.lex528.1,Βδελυκλέων,""
urn:cite:perseus:lexentity.lex529.1,Βεέρζελος,""
urn:cite:perseus:lexentity.lex530.1,Βεβρυκία,""
urn:cite:perseus:lexentity.lex531.1,Βεβρύκη,""
urn:cite:perseus:lexentity.lex532.1,Βεθσάνη,""
urn:cite:perseus:lexentity.lex533.1,Βεθσούρας,""
urn:cite:perseus:lexentity.lex534.1,Βελέριον,""
urn:cite:perseus:lexentity.lex535.1,Βελβινίτη,""
urn:cite:perseus:lexentity.lex536.1,Βελεμίνη,""
urn:cite:perseus:lexentity.lex537.1,Βελεφάντης,""
urn:cite:perseus:lexentity.lex538.1,Βελιστίχη,""
urn:cite:perseus:lexentity.lex539.1,Βελλεροφόντης,""
urn:cite:perseus:lexentity.lex540.1,Βελλοί,""
urn:cite:perseus:lexentity.lex541.1,Βενέτειος,""
urn:cite:perseus:lexentity.lex542.1,Βενδίδεια,""
urn:cite:perseus:lexentity.lex543.1,Βενδίδειον,""
urn:cite:perseus:lexentity.lex544.1,Βενδῖς,""
urn:cite:perseus:lexentity.lex545.1,Βενεβεντός,""
urn:cite:perseus:lexentity.lex546.1,Βενεουεντόν,""
urn:cite:perseus:lexentity.lex547.1,Βενθεσικύμη,""
urn:cite:perseus:lexentity.lex548.1,Βενιαμίν,""
urn:cite:perseus:lexentity.lex549.1,Βενιαμίς,""
urn:cite:perseus:lexentity.lex550.1,Βενιαμίτης,""
urn:cite:perseus:lexentity.lex551.1,Βεντίδιος,""
urn:cite:perseus:lexentity.lex552.1,Βερέκυντος,""
urn:cite:perseus:lexentity.lex553.1,Βεργελίων,""
urn:cite:perseus:lexentity.lex554.1,Βερενίκη,""
urn:cite:perseus:lexentity.lex555.1,Βερζελαῖος,""
urn:cite:perseus:lexentity.lex556.1,Βεροία,""
urn:cite:perseus:lexentity.lex557.1,Βεροιαῖος,""
urn:cite:perseus:lexentity.lex558.1,Βεροιεύς,""
urn:cite:perseus:lexentity.lex559.1,Βερονίκη,""
urn:cite:perseus:lexentity.lex560.1,Βερόη,""
urn:cite:perseus:lexentity.lex561.1,Βερώνα,""
urn:cite:perseus:lexentity.lex562.1,Βερώνη,""
urn:cite:perseus:lexentity.lex563.1,Βεσέβηλος,""
urn:cite:perseus:lexentity.lex564.1,Βετούτιος,""
urn:cite:perseus:lexentity.lex565.1,Βεύη,""
urn:cite:perseus:lexentity.lex566.1,Βηθανία,""
urn:cite:perseus:lexentity.lex567.1,Βηθλεέμ,""
urn:cite:perseus:lexentity.lex568.1,Βηθφάγη,""
urn:cite:perseus:lexentity.lex569.1,Βηλεύς,""
urn:cite:perseus:lexentity.lex570.1,Βηναῖος,""
urn:cite:perseus:lexentity.lex571.1,Βηπολιτανός,""
urn:cite:perseus:lexentity.lex572.1,Βηρισάδης,""
urn:cite:perseus:lexentity.lex573.1,Βηρυτός,""
urn:cite:perseus:lexentity.lex574.1,Βηρωσός,""
urn:cite:perseus:lexentity.lex575.1,Βηρύτιος,""
urn:cite:perseus:lexentity.lex576.1,Βηρώθη,""
urn:cite:perseus:lexentity.lex577.1,Βησαιεύς,""
urn:cite:perseus:lexentity.lex578.1,Βησσοί,""
urn:cite:perseus:lexentity.lex579.1,Βηστίας,""
urn:cite:perseus:lexentity.lex580.1,Βητριακόν,""
urn:cite:perseus:lexentity.lex581.1,Βιάνωρ,""
urn:cite:perseus:lexentity.lex582.1,Βιήνωρ,""
urn:cite:perseus:lexentity.lex583.1,Βιήσιος,""
urn:cite:perseus:lexentity.lex585.1,Βιβλίς,""
urn:cite:perseus:lexentity.lex586.1,Βιβλιόθηκαι,""
urn:cite:perseus:lexentity.lex588.1,Βιδίαιος,""
urn:cite:perseus:lexentity.lex589.1,Βιζύη,""
urn:cite:perseus:lexentity.lex590.1,Βιζώνη,""
urn:cite:perseus:lexentity.lex591.1,Βιθυνία,""
urn:cite:perseus:lexentity.lex592.1,Βιθυνίη,""
urn:cite:perseus:lexentity.lex593.1,Βιθυνίς,""
urn:cite:perseus:lexentity.lex594.1,Βιθυνιεύς,""
urn:cite:perseus:lexentity.lex595.1,Βιθυνικός,""
urn:cite:perseus:lexentity.lex596.1,Βιθυνοί,""
urn:cite:perseus:lexentity.lex597.1,Βιθύας,""
urn:cite:perseus:lexentity.lex598.1,Βιθύνιον,""
urn:cite:perseus:lexentity.lex600.1,Βιλσάτης,""
urn:cite:perseus:lexentity.lex601.1,Βισάλτης,""
urn:cite:perseus:lexentity.lex602.1,Βισάνθη,""
urn:cite:perseus:lexentity.lex603.1,Βισαλτία,""
urn:cite:perseus:lexentity.lex604.1,Βισαλτίη,""
urn:cite:perseus:lexentity.lex605.1,Βισθάνης,""
urn:cite:perseus:lexentity.lex606.1,Βιστονία,""
urn:cite:perseus:lexentity.lex607.1,Βιστονίς,""
urn:cite:perseus:lexentity.lex608.1,Βλάσκων,""
urn:cite:perseus:lexentity.lex610.1,Βλάτιος,""
urn:cite:perseus:lexentity.lex611.1,Βλένινα,""
urn:cite:perseus:lexentity.lex612.1,Βλέπυρος,""
urn:cite:perseus:lexentity.lex613.1,Βλέψος,""
urn:cite:perseus:lexentity.lex614.1,Βλήρα,""
urn:cite:perseus:lexentity.lex615.1,Βλίτωρ,""
urn:cite:perseus:lexentity.lex616.1,Βλαηνή,""
urn:cite:perseus:lexentity.lex617.1,Βλαῖσος,""
urn:cite:perseus:lexentity.lex618.1,Βλαῦδα,""
urn:cite:perseus:lexentity.lex620.1,Βλετονήσιος,""
urn:cite:perseus:lexentity.lex621.1,Βλεψίδημος,""
urn:cite:perseus:lexentity.lex622.1,Βλούκιον,""
urn:cite:perseus:lexentity.lex623.1,Βλόσσιος,""
urn:cite:perseus:lexentity.lex624.1,Βλόσων,""
urn:cite:perseus:lexentity.lex625.1,Βοάγριος,""
urn:cite:perseus:lexentity.lex627.1,Βοίβη,""
urn:cite:perseus:lexentity.lex629.1,Βοαμίλκας,""
urn:cite:perseus:lexentity.lex630.1,Βογούας,""
urn:cite:perseus:lexentity.lex631.1,Βοηδρομιών,""
urn:cite:perseus:lexentity.lex632.1,Βοηδρόμια,""
urn:cite:perseus:lexentity.lex633.1,Βοηδρόμιος,""
urn:cite:perseus:lexentity.lex634.1,Βοηθός,""
urn:cite:perseus:lexentity.lex635.1,Βοιάη,""
urn:cite:perseus:lexentity.lex636.1,Βοιάτης,""
urn:cite:perseus:lexentity.lex637.1,Βοιαί,""
urn:cite:perseus:lexentity.lex638.1,Βοιατικός,""
urn:cite:perseus:lexentity.lex639.1,Βοιβεύς,""
urn:cite:perseus:lexentity.lex640.1,Βοιβηίς,""
urn:cite:perseus:lexentity.lex641.1,Βοιωτάρχης,""
urn:cite:perseus:lexentity.lex642.1,Βοιωτία,""
urn:cite:perseus:lexentity.lex643.1,Βοιωτίδιον,""
urn:cite:perseus:lexentity.lex644.1,Βοιωτίς,""
urn:cite:perseus:lexentity.lex645.1,Βοιωταρχέω,""
urn:cite:perseus:lexentity.lex646.1,Βοιωταρχία,""
urn:cite:perseus:lexentity.lex647.1,Βοιωτιάζω,""
urn:cite:perseus:lexentity.lex648.1,Βοιωτιακός,""
urn:cite:perseus:lexentity.lex649.1,Βοιωτικός,""
urn:cite:perseus:lexentity.lex650.1,Βοιωτιουργής,""
urn:cite:perseus:lexentity.lex651.1,Βοιωτός,""
urn:cite:perseus:lexentity.lex652.1,Βοιός,""
urn:cite:perseus:lexentity.lex653.1,Βοιώτιος,""
urn:cite:perseus:lexentity.lex654.1,Βοκόπια,""
urn:cite:perseus:lexentity.lex655.1,Βοκώνιος,""
urn:cite:perseus:lexentity.lex656.1,Βολίνη,""
urn:cite:perseus:lexentity.lex659.1,Βολβιτίνη,""
urn:cite:perseus:lexentity.lex660.1,Βολεοί,""
urn:cite:perseus:lexentity.lex661.1,Βολιναῖος,""
urn:cite:perseus:lexentity.lex662.1,Βολογέσης,""
urn:cite:perseus:lexentity.lex663.1,Βολούμνιος,""
urn:cite:perseus:lexentity.lex664.1,Βομίλκας,""
urn:cite:perseus:lexentity.lex665.1,Βομβυλία,""
urn:cite:perseus:lexentity.lex666.1,Βονωνία,""
urn:cite:perseus:lexentity.lex667.1,Βορέας,""
urn:cite:perseus:lexentity.lex668.1,Βορέηθεν,""
urn:cite:perseus:lexentity.lex669.1,Βορέηνδε,""
urn:cite:perseus:lexentity.lex670.1,Βορέης,""
urn:cite:perseus:lexentity.lex671.1,Βορβοροκοίτης,""
urn:cite:perseus:lexentity.lex672.1,Βορεάδης,""
urn:cite:perseus:lexentity.lex673.1,Βορεάς,""
urn:cite:perseus:lexentity.lex674.1,Βορεασμός,""
urn:cite:perseus:lexentity.lex675.1,Βορειάς,""
urn:cite:perseus:lexentity.lex676.1,Βορειόθεν,""
urn:cite:perseus:lexentity.lex677.1,Βορεῆτις,""
urn:cite:perseus:lexentity.lex678.1,Βορηιάς,""
urn:cite:perseus:lexentity.lex679.1,Βορθεία,""
urn:cite:perseus:lexentity.lex680.1,Βοριάδης,""
urn:cite:perseus:lexentity.lex681.1,Βορραπηλιωτικός,""
urn:cite:perseus:lexentity.lex682.1,Βορραπηλιώτης,""
urn:cite:perseus:lexentity.lex683.1,Βορραῖος,""
urn:cite:perseus:lexentity.lex684.1,Βορρᾶθεν,""
urn:cite:perseus:lexentity.lex685.1,Βορσιππηνός,""
urn:cite:perseus:lexentity.lex686.1,Βορυσθένης,""
urn:cite:perseus:lexentity.lex687.1,Βορυσθενίτης,""
urn:cite:perseus:lexentity.lex688.1,Βορυσθενείτης,""
urn:cite:perseus:lexentity.lex689.1,Βοσπορία,""
urn:cite:perseus:lexentity.lex690.1,Βοσπορηνός,""
urn:cite:perseus:lexentity.lex691.1,Βοσποριανός,""
urn:cite:perseus:lexentity.lex692.1,Βοσπόριος,""
urn:cite:perseus:lexentity.lex694.1,Βοστρηνός,""
urn:cite:perseus:lexentity.lex695.1,Βοτρυλίων,""
urn:cite:perseus:lexentity.lex697.1,Βοττίη,""
urn:cite:perseus:lexentity.lex698.1,Βοττιαιίς,""
urn:cite:perseus:lexentity.lex699.1,Βοττιαῖος,""
urn:cite:perseus:lexentity.lex700.1,Βοττική,""
urn:cite:perseus:lexentity.lex701.1,Βουάνα,""
urn:cite:perseus:lexentity.lex702.1,Βουήδων,""
urn:cite:perseus:lexentity.lex703.1,Βουβάρας,""
urn:cite:perseus:lexentity.lex704.1,Βουβαστίτης,""
urn:cite:perseus:lexentity.lex705.1,Βουβαστεία,""
urn:cite:perseus:lexentity.lex706.1,Βουβεντανός,""
urn:cite:perseus:lexentity.lex708.1,Βουθρωτόν,""
urn:cite:perseus:lexentity.lex709.1,Βουθρωτός,""
urn:cite:perseus:lexentity.lex710.1,Βουκάτια,""
urn:cite:perseus:lexentity.lex711.1,Βουκάτιος,""
urn:cite:perseus:lexentity.lex712.1,Βουκέφαλα,""
urn:cite:perseus:lexentity.lex713.1,Βουκέφαλος,""
urn:cite:perseus:lexentity.lex714.1,Βουκεφάλας,""
urn:cite:perseus:lexentity.lex715.1,Βουκεφαλία,""
urn:cite:perseus:lexentity.lex716.1,Βουκολίδης,""
urn:cite:perseus:lexentity.lex717.1,Βουκολίων,""
urn:cite:perseus:lexentity.lex718.1,Βουκολιανός,""
urn:cite:perseus:lexentity.lex719.1,Βουκολιών,""
urn:cite:perseus:lexentity.lex720.1,Βουκόλος,""
urn:cite:perseus:lexentity.lex721.1,Βουκόπια,""
urn:cite:perseus:lexentity.lex723.1,Βουλαῖος,""
urn:cite:perseus:lexentity.lex724.1,Βουλεύς,""
urn:cite:perseus:lexentity.lex725.1,Βουναῖος,""
urn:cite:perseus:lexentity.lex726.1,Βουπάλειος,""
urn:cite:perseus:lexentity.lex727.1,Βουπράσιος,""
urn:cite:perseus:lexentity.lex728.1,Βουπρασίς,""
urn:cite:perseus:lexentity.lex729.1,Βουπρασιεύς,""
urn:cite:perseus:lexentity.lex730.1,Βουρδίγαλα,""
urn:cite:perseus:lexentity.lex732.1,Βουσιρίτης,""
urn:cite:perseus:lexentity.lex733.1,Βουτάδης,""
urn:cite:perseus:lexentity.lex734.1,Βουτέων,""
urn:cite:perseus:lexentity.lex735.1,Βουτακίδης,""
urn:cite:perseus:lexentity.lex736.1,Βουτράγιος,""
urn:cite:perseus:lexentity.lex737.1,Βουτώ,""
urn:cite:perseus:lexentity.lex738.1,Βουφάγιον,""
urn:cite:perseus:lexentity.lex739.1,Βουφάγος,""
urn:cite:perseus:lexentity.lex740.1,Βουφράς,""
urn:cite:perseus:lexentity.lex741.1,Βουχετόν,""
urn:cite:perseus:lexentity.lex742.1,Βοόσουρα,""
urn:cite:perseus:lexentity.lex743.1,Βούβαστις,""
urn:cite:perseus:lexentity.lex744.1,Βούβαστος,""
urn:cite:perseus:lexentity.lex745.1,Βούβων,""
urn:cite:perseus:lexentity.lex746.1,Βούδειον,""
urn:cite:perseus:lexentity.lex747.1,Βούδιοι,""
urn:cite:perseus:lexentity.lex748.1,Βούδορον,""
urn:cite:perseus:lexentity.lex749.1,Βούλις,""
urn:cite:perseus:lexentity.lex750.1,Βούλλα,""
urn:cite:perseus:lexentity.lex751.1,Βούλων,""
urn:cite:perseus:lexentity.lex752.1,Βούνας,""
urn:cite:perseus:lexentity.lex753.1,Βούπαλος,""
urn:cite:perseus:lexentity.lex754.1,Βούπορθμος,""
urn:cite:perseus:lexentity.lex755.1,Βούριος,""
urn:cite:perseus:lexentity.lex756.1,Βούριχος,""
urn:cite:perseus:lexentity.lex757.1,Βούσελος,""
urn:cite:perseus:lexentity.lex758.1,Βούσιρις,""
urn:cite:perseus:lexentity.lex759.1,Βούτης,""
urn:cite:perseus:lexentity.lex760.1,Βούτριον,""
urn:cite:perseus:lexentity.lex761.1,Βούφαγος,""
urn:cite:perseus:lexentity.lex762.1,Βούχετα,""
urn:cite:perseus:lexentity.lex763.1,Βοώζης,""
urn:cite:perseus:lexentity.lex764.1,Βοώνητα,""
urn:cite:perseus:lexentity.lex765.1,Βοώτης,""
urn:cite:perseus:lexentity.lex766.1,Βοῖος,""
urn:cite:perseus:lexentity.lex767.1,Βοῦκα,""
urn:cite:perseus:lexentity.lex768.1,Βοῦνος,""
urn:cite:perseus:lexentity.lex769.1,Βοῦρα,""
urn:cite:perseus:lexentity.lex770.1,Βοῦροι,""
urn:cite:perseus:lexentity.lex771.1,Βοῦσαι,""
urn:cite:perseus:lexentity.lex772.1,Βοῦτος,""
urn:cite:perseus:lexentity.lex773.1,Βοῶπις,""
urn:cite:perseus:lexentity.lex774.1,Βράγχιδαι,""
urn:cite:perseus:lexentity.lex775.1,Βράγχος,""
urn:cite:perseus:lexentity.lex777.1,Βρένθη,""
urn:cite:perseus:lexentity.lex778.1,Βρέννος,""
urn:cite:perseus:lexentity.lex779.1,Βρέττιος,""
urn:cite:perseus:lexentity.lex780.1,Βρίακχος,""
urn:cite:perseus:lexentity.lex781.1,Βρίγης,""
urn:cite:perseus:lexentity.lex782.1,Βρίξελλον,""
urn:cite:perseus:lexentity.lex783.1,Βρίξιλλον,""
urn:cite:perseus:lexentity.lex784.1,Βρίουλα,""
urn:cite:perseus:lexentity.lex785.1,Βραγχίδαι,""
urn:cite:perseus:lexentity.lex786.1,Βραγχίδων,""
urn:cite:perseus:lexentity.lex787.1,Βραισίη,""
urn:cite:perseus:lexentity.lex788.1,Βρασίδας,""
urn:cite:perseus:lexentity.lex789.1,Βρασιάτης,""
urn:cite:perseus:lexentity.lex790.1,Βρασιαί,""
urn:cite:perseus:lexentity.lex791.1,Βραυρωνόθεν,""
urn:cite:perseus:lexentity.lex793.1,Βραυρών,""
urn:cite:perseus:lexentity.lex794.1,Βραυρώνιος,""
urn:cite:perseus:lexentity.lex795.1,Βραχμᾶνες,""
urn:cite:perseus:lexentity.lex796.1,Βραχυλλίδης,""
urn:cite:perseus:lexentity.lex797.1,Βραχύλλης,""
urn:cite:perseus:lexentity.lex798.1,Βραύρων,""
urn:cite:perseus:lexentity.lex799.1,Βρενθεάτης,""
urn:cite:perseus:lexentity.lex800.1,Βρεντέσιον,""
urn:cite:perseus:lexentity.lex801.1,Βρετανικός,""
urn:cite:perseus:lexentity.lex802.1,Βρεττανία,""
urn:cite:perseus:lexentity.lex803.1,Βρεττανίς,""
urn:cite:perseus:lexentity.lex804.1,Βρεττανικός,""
urn:cite:perseus:lexentity.lex805.1,Βρεττανός,""
urn:cite:perseus:lexentity.lex806.1,Βρησαγενής,""
urn:cite:perseus:lexentity.lex807.1,Βριάκης,""
urn:cite:perseus:lexentity.lex808.1,Βριάρεως,""
urn:cite:perseus:lexentity.lex809.1,Βριγάντιοι,""
urn:cite:perseus:lexentity.lex810.1,Βριγάντιον,""
urn:cite:perseus:lexentity.lex811.1,Βριθοσύνη,""
urn:cite:perseus:lexentity.lex813.1,Βριλησσός,""
urn:cite:perseus:lexentity.lex814.1,Βριμίας,""
urn:cite:perseus:lexentity.lex815.1,Βριξία,""
urn:cite:perseus:lexentity.lex816.1,Βρισεύς,""
urn:cite:perseus:lexentity.lex817.1,Βριτομάρτια,""
urn:cite:perseus:lexentity.lex818.1,Βριτόμαρις,""
urn:cite:perseus:lexentity.lex819.1,Βριτόμαρτις,""
urn:cite:perseus:lexentity.lex820.1,Βρομίος,""
urn:cite:perseus:lexentity.lex821.1,Βρομερός,""
urn:cite:perseus:lexentity.lex822.1,Βρομιώδης,""
urn:cite:perseus:lexentity.lex823.1,Βρομιῶτις,""
urn:cite:perseus:lexentity.lex824.1,Βροντῖνος,""
urn:cite:perseus:lexentity.lex825.1,Βροτέας,""
urn:cite:perseus:lexentity.lex826.1,Βρούκτεροι,""
urn:cite:perseus:lexentity.lex827.1,Βροῦτος,""
urn:cite:perseus:lexentity.lex828.1,Βρυάνιον,""
urn:cite:perseus:lexentity.lex829.1,Βρυσειαί,""
urn:cite:perseus:lexentity.lex830.1,Βρυσωνοθρασυμαχειοληψικέρματος,""
urn:cite:perseus:lexentity.lex832.1,Βρόγγος,""
urn:cite:perseus:lexentity.lex833.1,Βρόμιος,""
urn:cite:perseus:lexentity.lex834.1,Βρόντης,""
urn:cite:perseus:lexentity.lex835.1,Βρύαξις,""
urn:cite:perseus:lexentity.lex836.1,Βρύγοι,""
urn:cite:perseus:lexentity.lex837.1,Βρύης,""
urn:cite:perseus:lexentity.lex838.1,Βρύκη,""
urn:cite:perseus:lexentity.lex839.1,Βρύσεαι,""
urn:cite:perseus:lexentity.lex840.1,Βρύσων,""
urn:cite:perseus:lexentity.lex841.1,Βυβασσίη,""
urn:cite:perseus:lexentity.lex842.1,Βυβασσός,""
urn:cite:perseus:lexentity.lex843.1,Βυβλίς,""
urn:cite:perseus:lexentity.lex844.1,Βυζάκιοι,""
urn:cite:perseus:lexentity.lex845.1,Βυζάκιον,""
urn:cite:perseus:lexentity.lex846.1,Βυζάντιος,""
urn:cite:perseus:lexentity.lex847.1,Βυζακίς,""
urn:cite:perseus:lexentity.lex848.1,Βυζαντιακός,""
urn:cite:perseus:lexentity.lex849.1,Βυλάζωρα,""
urn:cite:perseus:lexentity.lex850.1,Βυλλίς,""
urn:cite:perseus:lexentity.lex851.1,Βυρσίνη,""
urn:cite:perseus:lexentity.lex852.1,Βυσσᾶτις,""
urn:cite:perseus:lexentity.lex853.1,Βωλανός,""
urn:cite:perseus:lexentity.lex854.1,Βωμοί,""
urn:cite:perseus:lexentity.lex855.1,Βωρθία,""
urn:cite:perseus:lexentity.lex856.1,Βόαζος,""
urn:cite:perseus:lexentity.lex857.1,Βόγης,""
